,captured_at,channel_id,device_id,devicetype_id,height,id,latitude,location_name,longitude,original_id,sensor_id,station_id,unit,user_id,value
262,2011-12-15T04:03:38.000Z,,,,,14865859,37.4281016667,,141.022108333,,,,cpm,1,3401.0
263,2011-12-15T04:04:18.000Z,,,,,14865867,37.4281016667,,141.022108333,,,,cpm,1,3564.0
264,2011-12-15T04:03:33.000Z,,,,,14865858,37.4281,,141.022106667,,,,cpm,1,3395.0
265,2011-12-15T04:03:53.000Z,,,,,14865862,37.4281,,141.022106667,,,,cpm,1,3523.0
266,2011-12-15T04:03:28.000Z,,,,,14865857,37.4281,,141.022106667,,,,cpm,1,3355.0
267,2011-12-15T04:04:28.000Z,,,,,14865869,37.4281,,141.022106667,,,,cpm,1,3566.0
268,2011-12-15T04:04:13.000Z,,,,,14865866,37.4281,,141.022106667,,,,cpm,1,3585.0
269,2011-12-15T04:04:08.000Z,,,,,14865865,37.4281,,141.022106667,,,,cpm,1,3580.0
270,2011-12-15T04:03:48.000Z,,,,,14865861,37.4281,,141.022106667,,,,cpm,1,3485.0
271,2011-12-15T04:05:13.000Z,,,,,14865878,37.4280966667,,141.022103333,,,,cpm,1,3499.0
272,2011-12-15T04:05:18.000Z,,,,,14865879,37.4280966667,,141.022103333,,,,cpm,1,3547.0
273,2011-12-15T04:05:03.000Z,,,,,14865876,37.428095,,141.022101667,,,,cpm,1,3529.0
274,2011-12-15T04:04:58.000Z,,,,,14865875,37.428095,,141.022101667,,,,cpm,1,3552.0
275,2011-12-15T03:57:32.000Z,,,,,14865786,37.4280933333,,141.0221,,,,cpm,1,3584.0
276,2011-12-15T04:04:23.000Z,,,,,14865868,37.4281033333,,141.022108333,,,,cpm,1,3588.0
277,2011-12-15T04:03:23.000Z,,,,,14865856,37.4281016667,,141.022106667,,,,cpm,1,3365.0
278,2011-12-15T04:04:03.000Z,,,,,14865864,37.4281016667,,141.022106667,,,,cpm,1,3576.0
279,2011-12-15T04:03:58.000Z,,,,,14865863,37.4281016667,,141.022106667,,,,cpm,1,3554.0
280,2011-12-15T04:03:13.000Z,,,,,14865854,37.4281,,141.022105,,,,cpm,1,3422.0
281,2011-12-15T04:04:33.000Z,,,,,14865870,37.4280983333,,141.022103333,,,,cpm,1,3594.0
282,2011-12-15T04:04:43.000Z,,,,,14865872,37.4280966667,,141.022101667,,,,cpm,1,3597.0
283,2011-12-15T04:05:33.000Z,,,,,14865882,37.4280966667,,141.022101667,,,,cpm,1,3471.0
284,2011-12-15T04:05:23.000Z,,,,,14865880,37.4280966667,,141.022101667,,,,cpm,1,3531.0
285,2011-12-15T04:04:53.000Z,,,,,14865874,37.4280966667,,141.022101667,,,,cpm,1,3544.0
286,2011-12-15T04:04:48.000Z,,,,,14865873,37.4280966667,,141.022101667,,,,cpm,1,3556.0
287,2011-12-15T04:05:28.000Z,,,,,14865881,37.4280966667,,141.022101667,,,,cpm,1,3533.0
288,2011-12-15T04:01:48.000Z,,,,,14865837,37.428095,,141.0221,,,,cpm,1,3483.0
289,2011-12-15T04:01:43.000Z,,,,,14865836,37.428095,,141.0221,,,,cpm,1,3494.0
290,2011-12-15T04:03:08.000Z,,,,,14865853,37.4281016667,,141.022105,,,,cpm,1,3414.0
291,2011-12-15T04:03:18.000Z,,,,,14865855,37.4281,,141.022103333,,,,cpm,1,3384.0
292,2011-12-15T04:04:38.000Z,,,,,14865871,37.4280983333,,141.022101667,,,,cpm,1,3578.0
293,2011-12-15T04:01:38.000Z,,,,,14865835,37.4280966667,,141.0221,,,,cpm,1,3489.0
294,2011-12-15T04:01:53.000Z,,,,,14865838,37.428095,,141.022098333,,,,cpm,1,3498.0
295,2011-12-15T04:01:58.000Z,,,,,14865839,37.428095,,141.022098333,,,,cpm,1,3489.0
296,2011-12-15T04:02:03.000Z,,,,,14865840,37.4280933333,,141.022096667,,,,cpm,1,3451.0
297,2011-12-15T04:03:03.000Z,,,,,14865852,37.4281016667,,141.022103333,,,,cpm,1,3408.0
298,2011-12-15T04:02:48.000Z,,,,,14865849,37.4281,,141.022101667,,,,cpm,1,3438.0
299,2011-12-15T04:02:53.000Z,,,,,14865850,37.4281,,141.022101667,,,,cpm,1,3418.0
300,2011-12-15T03:57:37.000Z,,,,,14865787,37.4280883333,,141.022091667,,,,cpm,1,3595.0
301,2011-12-15T03:57:42.000Z,,,,,14865788,37.4280883333,,141.022091667,,,,cpm,1,3586.0
302,2011-12-15T04:01:28.000Z,,,,,14865833,37.4280966667,,141.022098333,,,,cpm,1,3482.0
303,2011-12-15T04:01:33.000Z,,,,,14865834,37.4280966667,,141.022098333,,,,cpm,1,3503.0
304,2011-12-15T04:02:13.000Z,,,,,14865842,37.4280933333,,141.022095,,,,cpm,1,3439.0
305,2011-12-15T03:59:53.000Z,,,,,14865814,37.4281016667,,141.022101667,,,,cpm,1,3535.0
306,2011-12-15T04:02:58.000Z,,,,,14865851,37.4281016667,,141.022101667,,,,cpm,1,3402.0
307,2011-12-15T04:02:43.000Z,,,,,14865848,37.4281,,141.0221,,,,cpm,1,3456.0
308,2011-12-15T04:00:03.000Z,,,,,14865816,37.4281,,141.0221,,,,cpm,1,3605.0
309,2011-12-15T03:59:58.000Z,,,,,14865815,37.4281,,141.0221,,,,cpm,1,3573.0
310,2011-12-15T04:01:23.000Z,,,,,14865832,37.4280983333,,141.022098333,,,,cpm,1,3489.0
311,2011-12-15T04:01:13.000Z,,,,,14865830,37.4280983333,,141.022098333,,,,cpm,1,3541.0
312,2011-12-15T04:00:43.000Z,,,,,14865824,37.4280983333,,141.022098333,,,,cpm,1,3564.0
313,2011-12-15T04:00:33.000Z,,,,,14865822,37.4280966667,,141.022096667,,,,cpm,1,3593.0
314,2011-12-15T04:00:38.000Z,,,,,14865823,37.4280966667,,141.022096667,,,,cpm,1,3581.0
315,2011-12-15T04:00:28.000Z,,,,,14865821,37.4280966667,,141.022096667,,,,cpm,1,3604.0
316,2011-12-15T04:00:23.000Z,,,,,14865820,37.4280966667,,141.022096667,,,,cpm,1,3587.0
317,2011-12-15T04:02:08.000Z,,,,,14865841,37.428095,,141.022095,,,,cpm,1,3461.0
318,2011-12-15T04:02:18.000Z,,,,,14865843,37.4280933333,,141.022093333,,,,cpm,1,3492.0
319,2011-12-15T03:57:47.000Z,,,,,14865789,37.42809,,141.02209,,,,cpm,1,3589.0
320,2011-12-15T03:59:23.000Z,,,,,14865808,37.4281116667,,141.022108333,,,,cpm,1,3468.0
321,2011-12-15T04:00:08.000Z,,,,,14865817,37.4281,,141.022098333,,,,cpm,1,3558.0
322,2011-12-15T04:01:08.000Z,,,,,14865829,37.4281,,141.022098333,,,,cpm,1,3540.0
323,2011-12-15T04:01:03.000Z,,,,,14865828,37.4281,,141.022098333,,,,cpm,1,3518.0
324,2011-12-15T04:01:18.000Z,,,,,14865831,37.4281,,141.022098333,,,,cpm,1,3528.0
325,2011-12-15T04:00:48.000Z,,,,,14865825,37.4281,,141.022098333,,,,cpm,1,3560.0
326,2011-12-15T03:58:58.000Z,,,,,14865803,37.42811,,141.022106667,,,,cpm,1,3466.0
327,2011-12-15T03:59:28.000Z,,,,,14865809,37.42811,,141.022106667,,,,cpm,1,3461.0
328,2011-12-15T04:00:13.000Z,,,,,14865818,37.4280983333,,141.022096667,,,,cpm,1,3566.0
329,2011-12-15T04:00:18.000Z,,,,,14865819,37.4280983333,,141.022096667,,,,cpm,1,3550.0
330,2011-12-15T04:02:38.000Z,,,,,14865847,37.4280983333,,141.022096667,,,,cpm,1,3495.0
331,2011-12-15T03:58:53.000Z,,,,,14865802,37.4281083333,,141.022105,,,,cpm,1,3494.0
