time,cpm,lat,lon
2017-03-11T21:35:03Z,29,45.6557516667,13.77364
2017-03-11T21:35:08Z,28,45.655735,13.7736466667
2017-03-11T21:35:13Z,28,45.6557016667,13.7736116667
2017-03-11T21:35:18Z,27,45.6556233333,13.7735616667
2017-03-11T21:35:23Z,28,45.655615,13.7735833333
2017-03-11T21:35:28Z,31,45.6555983333,13.7735883333
2017-03-11T21:35:33Z,29,45.655595,13.7735966667
2017-03-11T21:35:38Z,26,45.655605,13.7735933333
2017-03-11T21:35:43Z,26,45.65561,13.7735766667
2017-03-11T21:35:48Z,26,45.6556033333,13.7735583333
2017-03-11T21:35:53Z,27,45.65559,13.7735566667
2017-03-11T21:35:58Z,26,45.65557,13.7735666667
2017-03-11T21:36:03Z,25,45.6555816667,13.7735483333
2017-03-11T21:36:08Z,21,45.6555883333,13.7735316667
2017-03-11T21:36:13Z,20,45.6555866667,13.77353
2017-03-11T21:36:18Z,23,45.65558,13.7735316667
2017-03-11T21:36:23Z,22,45.655595,13.773525
2017-03-11T21:36:28Z,21,45.6556,13.77353
2017-03-11T21:36:33Z,23,45.6556,13.773535
2017-03-11T21:36:38Z,23,45.6555983333,13.7735383333
2017-03-11T21:36:43Z,23,45.6556033333,13.7735266667
2017-03-11T21:36:48Z,22,45.655605,13.7735166667
2017-03-11T21:36:53Z,20,45.655615,13.7735333333
2017-03-11T21:36:58Z,21,45.6556266667,13.77355
2017-03-11T21:37:03Z,20,45.6556816667,13.7735433333
2017-03-11T21:37:08Z,21,45.6557616667,13.7733516667
2017-03-11T21:37:13Z,21,45.655895,13.773115
2017-03-11T21:37:18Z,20,45.6560766667,13.7730416667
2017-03-11T21:37:23Z,19,45.65617,13.7729866667
2017-03-11T21:37:28Z,17,45.65622,13.7730316667
2017-03-11T21:37:33Z,17,45.6562216667,13.77303
2017-03-11T21:37:38Z,18,45.6562366667,13.7730183333
2017-03-11T21:37:43Z,21,45.6564616667,13.7730016667
2017-03-11T21:37:48Z,21,45.65684,13.7729666667
2017-03-11T21:37:53Z,22,45.6571016667,13.7729083333
2017-03-11T21:37:58Z,22,45.65723,13.7728683333
2017-03-11T21:38:03Z,26,45.65726,13.7728866667
2017-03-11T21:38:08Z,25,45.6572533333,13.7728783333
2017-03-11T21:38:13Z,27,45.65725,13.772865
2017-03-11T21:38:18Z,25,45.6572433333,13.7728583333
2017-03-11T21:38:23Z,25,45.657435,13.77279
2017-03-11T21:38:28Z,26,45.65774,13.7726166667
2017-03-11T21:38:33Z,25,45.657915,13.7725083333
2017-03-11T21:38:38Z,25,45.657945,13.7725183333
2017-03-11T21:38:43Z,21,45.6579433333,13.7724916667
2017-03-11T21:38:48Z,21,45.657945,13.772495
2017-03-11T21:38:53Z,21,45.6580516667,13.77246
2017-03-11T21:38:58Z,21,45.658245,13.7723866667
2017-03-11T21:39:03Z,18,45.6582966667,13.7724433333
2017-03-11T21:39:08Z,18,45.6582933333,13.7724216667
2017-03-11T21:39:13Z,20,45.65831,13.7724233333
2017-03-11T21:39:18Z,21,45.658595,13.7722933333
2017-03-11T21:39:23Z,21,45.6590266667,13.7720266667
2017-03-11T21:39:28Z,23,45.6594716667,13.77168
2017-03-11T21:39:34Z,25,45.66001,13.7713666667
2017-03-11T21:39:39Z,26,45.6603633333,13.771195
2017-03-11T21:39:44Z,28,45.660475,13.7711466667
2017-03-11T21:39:49Z,29,45.66049,13.7711733333
2017-03-11T21:39:54Z,30,45.660505,13.7711966667
2017-03-11T21:39:59Z,32,45.6606333333,13.7711233333
2017-03-11T21:40:04Z,34,45.6609,13.77093
2017-03-11T21:40:09Z,33,45.66128,13.7706616667
2017-03-11T21:40:14Z,33,45.661695,13.7703666667
2017-03-11T21:40:19Z,33,45.6621316667,13.77013
2017-03-11T21:40:24Z,33,45.6625383333,13.76991
2017-03-11T21:40:29Z,33,45.6629216667,13.7697683333
2017-03-11T21:40:34Z,33,45.6631766667,13.7696483333
2017-03-11T21:40:39Z,35,45.6633,13.7695166667
2017-03-11T21:40:44Z,33,45.6635483333,13.7692866667
2017-03-11T21:40:49Z,31,45.6638216667,13.7689266667
2017-03-11T21:40:54Z,30,45.6640483333,13.7686616667
2017-03-11T21:40:59Z,29,45.66407,13.76861
2017-03-11T21:41:04Z,26,45.6640516667,13.7685883333
2017-03-11T21:41:09Z,26,45.6639933333,13.7685216667
2017-03-11T21:41:14Z,23,45.6640716667,13.768375
2017-03-11T21:41:19Z,25,45.6643183333,13.7679883333
2017-03-11T21:41:24Z,25,45.6646533333,13.7674333333
2017-03-11T21:41:29Z,24,45.6649716667,13.7668716667
2017-03-11T21:41:34Z,23,45.6652783333,13.7662533333
2017-03-11T21:41:39Z,19,45.6655116667,13.7655183333
2017-03-11T21:41:44Z,18,45.665635,13.76474
2017-03-11T21:41:49Z,18,45.6656933333,13.7639633333
2017-03-11T21:41:54Z,16,45.665885,13.7634166667
2017-03-11T21:41:59Z,15,45.6663133333,13.763005
2017-03-11T21:42:04Z,18,45.6667083333,13.762645
2017-03-11T21:42:09Z,25,45.6669483333,13.7624416667
2017-03-11T21:42:14Z,27,45.6669633333,13.762415
2017-03-11T21:42:19Z,27,45.666955,13.76241
2017-03-11T21:42:24Z,27,45.6669833333,13.7623633333
2017-03-11T21:42:29Z,25,45.6672633333,13.7621383333
2017-03-11T21:42:34Z,23,45.667545,13.7617383333
2017-03-11T21:42:39Z,24,45.6679066667,13.7613516667
2017-03-11T21:42:44Z,25,45.668375,13.760985
2017-03-11T21:42:49Z,26,45.6688566667,13.760535
2017-03-11T21:42:54Z,28,45.66934,13.7600183333
2017-03-11T21:42:59Z,26,45.6698283333,13.759515
2017-03-11T21:43:04Z,30,45.6703683333,13.75916
2017-03-11T21:43:09Z,30,45.67093,13.758835
2017-03-11T21:43:14Z,30,45.6714966667,13.7585283333
2017-03-11T21:43:19Z,28,45.6720633333,13.7582433333
2017-03-11T21:43:24Z,31,45.672645,13.7581216667
2017-03-11T21:43:29Z,33,45.6731583333,13.7578566667
2017-03-11T21:43:34Z,35,45.6736383333,13.7574566667
2017-03-11T21:43:39Z,33,45.67415,13.7570583333
2017-03-11T21:43:44Z,32,45.674665,13.7566183333
2017-03-11T21:43:49Z,32,45.6751916667,13.7561783333
2017-03-11T21:43:54Z,31,45.67572,13.75576
2017-03-11T21:43:59Z,34,45.676245,13.7553666667
2017-03-11T21:44:04Z,32,45.67678,13.755045
2017-03-11T21:44:09Z,27,45.677275,13.754745
2017-03-11T21:44:14Z,24,45.6777016667,13.754675
2017-03-11T21:44:19Z,24,45.678075,13.75457
2017-03-11T21:44:24Z,21,45.67848,13.7545783333
2017-03-11T21:44:29Z,22,45.6788533333,13.754595
2017-03-11T21:44:34Z,20,45.6792916667,13.7546033333
2017-03-11T21:44:39Z,22,45.6796866667,13.7545316667
2017-03-11T21:44:44Z,24,45.6799933333,13.7542666667
2017-03-11T21:44:49Z,23,45.6803616667,13.75396
2017-03-11T21:44:54Z,25,45.6807366667,13.753615
2017-03-11T21:44:59Z,23,45.6811116667,13.753275
2017-03-11T21:45:04Z,23,45.6814983333,13.7529283333
2017-03-11T21:45:10Z,23,45.6819683333,13.752485
2017-03-11T21:45:15Z,25,45.68219,13.7522466667
2017-03-11T21:45:20Z,24,45.6821716667,13.7520233333
2017-03-11T21:45:25Z,22,45.6820316667,13.7517983333
2017-03-11T21:45:30Z,23,45.6819733333,13.751765
2017-03-11T21:45:35Z,24,45.6819633333,13.7517516667
2017-03-11T21:45:40Z,24,45.681965,13.7517316667
2017-03-11T21:45:45Z,23,45.6819716667,13.7517366667
2017-03-11T21:45:50Z,23,45.6819783333,13.75174
2017-03-11T21:45:55Z,20,45.68197,13.7517516667
2017-03-11T21:46:00Z,22,45.6819483333,13.75174
2017-03-11T21:46:05Z,19,45.68194,13.7517283333
2017-03-11T21:46:10Z,19,45.68194,13.7517116667
2017-03-11T21:46:15Z,18,45.6819516667,13.7517083333
2017-03-11T21:46:20Z,18,45.6819533333,13.7517083333
2017-03-11T21:46:25Z,20,45.681955,13.751705
2017-03-11T21:46:30Z,16,45.681955,13.751705
2017-03-11T21:46:35Z,14,45.681965,13.7517266667
2017-03-11T21:46:40Z,14,45.681975,13.75174
2017-03-11T21:46:45Z,14,45.682005,13.7517716667
2017-03-11T21:46:50Z,15,45.6820316667,13.7517933333
2017-03-11T21:46:55Z,17,45.6820616667,13.751825
2017-03-11T21:47:00Z,14,45.6820816667,13.7518433333
2017-03-11T21:47:05Z,12,45.6821083333,13.7518383333
2017-03-11T21:47:10Z,11,45.68211,13.75184
2017-03-11T21:47:15Z,12,45.68211,13.75184
2017-03-11T21:47:20Z,15,45.682115,13.7518466667
2017-03-11T21:47:25Z,16,45.6821916667,13.7518233333
2017-03-11T21:47:30Z,16,45.6822866667,13.751805
2017-03-11T21:47:35Z,18,45.68234,13.7517883333
2017-03-11T21:47:40Z,19,45.682405,13.7517683333
2017-03-11T21:47:45Z,21,45.6824266667,13.7517816667
2017-03-11T21:47:50Z,22,45.682455,13.751835
2017-03-11T21:47:55Z,24,45.6824716667,13.7519133333
2017-03-11T21:48:00Z,27,45.6824816667,13.7519566667
2017-03-11T21:48:05Z,30,45.6824766667,13.7519716667
2017-03-11T21:48:10Z,33,45.68245,13.7519733333
