Id,Diagnosis Source,Latitude,Longitude,Region,Country,Admin1,Locality Name,Locality Quality,Observation Date,Reporting Date,Status,Disease,Serotypes,Species Description,SumAtRisk,SumCases,SumDeaths,SumDestroyed,SumSlaughtered,HumansAffected,HumansDeaths
191584,OIE,45.957600,27.055400,Europe,Romania,Vrancea,CIOLANESTI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",439,3,1,0,0,,
191583,OIE,45.925100,26.898100,Europe,Romania,Vrancea,VOLOSCANI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",201,1,0,0,0,,
191582,OIE,45.077100,23.758600,Europe,Romania,Gorj,SITOAIA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",11,2,1,0,0,,
191581,OIE,44.852200,23.638200,Europe,Romania,Gorj,NEGRENI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,2,0,0,0,,
191580,OIE,44.924400,23.743900,Europe,Romania,Gorj,SEACA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",8,1,0,0,0,,
191579,OIE,45.629600,26.717300,Europe,Romania,Vrancea,NECULELE,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
191578,OIE,46.162800,27.300200,Europe,Romania,Vrancea,SERBANESTI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
191577,OIE,45.996000,26.915900,Europe,Romania,Vrancea,VERDEA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",600,8,0,0,0,,
191576,OIE,45.611000,26.702100,Europe,Romania,Buzau,VINTILEASCA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,2,0,0,0,,
191575,OIE,45.001500,23.581700,Europe,Romania,Gorj,BOLBOCESTI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,2,0,0,0,,
191574,OIE,46.010300,26.898700,Europe,Romania,Vrancea,VERDEA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",7,1,0,0,0,,
191573,OIE,45.516200,27.017100,Europe,Romania,Vrancea,TRESTIENI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,1,0,0,0,,
191572,OIE,45.924200,26.921900,Europe,Romania,Vrancea,VOLOSCANI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",4,1,0,0,0,,
191571,OIE,45.906500,26.902900,Europe,Romania,Vrancea,VIDRA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",2,1,0,0,0,,
191570,OIE,44.770800,23.619300,Europe,Romania,Gorj,CETATEA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, goat",15,1,0,0,0,,
191569,OIE,44.739000,23.640500,Europe,Romania,Gorj,ALUNIS,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",15,1,0,0,0,,
191568,OIE,45.636600,26.720700,Europe,Romania,Vrancea,BAHNELE,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
191567,OIE,46.009200,26.897400,Europe,Romania,Vrancea,VERDEA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",4,1,0,0,0,,
191566,OIE,45.953700,27.035400,Europe,Romania,Vrancea,MUNCELU,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",65,1,0,0,0,,
191565,OIE,45.623700,26.754400,Europe,Romania,Vrancea,DUPA MAGURA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,1,0,0,0,,
191564,OIE,45.021491,23.731300,Europe,Romania,Gorj,SECIURILE,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",21,4,0,0,0,,
191563,OIE,45.018800,23.714700,Europe,Romania,Gorj,STEJARU,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
191562,OIE,45.617900,26.952300,Europe,Romania,Vrancea,COCOSARI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,1,0,0,,
191561,OIE,45.973900,26.809100,Europe,Romania,Vrancea,VIZANTEA RAZASEASCA,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
191560,OIE,45.985500,27.045500,Europe,Romania,Vrancea,FITIONESTI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",482,1,0,0,0,,
191559,OIE,45.534900,26.851500,Europe,Romania,Vrancea,CATAUTI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",291,3,0,0,0,,
191558,OIE,45.127900,23.432100,Europe,Romania,Gorj,GRUI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
191557,OIE,44.881700,23.703100,Europe,Romania,Gorj,TARGU LOGRESTI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",17,4,0,0,0,,
191556,OIE,46.010400,26.846200,Europe,Romania,Vrancea,MARASTI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",10,1,0,0,0,,
191555,OIE,46.011800,26.842500,Europe,Romania,Vrancea,MARASTI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
191554,OIE,45.639640,26.722700,Europe,Romania,Vrancea,BAHNELE,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",12,1,0,0,0,,
191553,OIE,46.160300,27.302100,Europe,Romania,Vrancea,SERBANESTI,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",30,1,0,0,0,,
191552,OIE,44.790500,23.598900,Europe,Romania,Gorj,PLOPU,Unknown,06/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
191526,OIE,45.380700,26.476800,Europe,Romania,Buzau,ULMET,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",6,0,0,0,0,,
191525,OIE,45.425761,26.694650,Europe,Romania,Buzau,GOLU GRABICINA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,1,0,0,0,,
191524,OIE,45.370100,26.680200,Europe,Romania,Buzau,IZVOARELE,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,2,0,0,0,,
191523,OIE,45.273900,26.370600,Europe,Romania,Buzau,TEGA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",15,1,0,0,0,,
191522,OIE,45.229600,25.880300,Europe,Romania,Prahova,BERTEA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",7,1,0,0,0,,
191521,OIE,45.191800,26.112800,Europe,Romania,Prahova,STARCHIOJD,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",5,1,0,0,0,,
191520,OIE,45.131100,26.344800,Europe,Romania,Prahova,SANGERU,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, goat",3,1,0,0,0,,
191519,OIE,45.333200,26.234800,Europe,Romania,Buzau,LERA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, goat",7,1,0,0,0,,
191518,OIE,45.272600,26.255700,Europe,Romania,Buzau,SLOBOZIA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
191517,OIE,45.217800,25.812700,Europe,Romania,Prahova,PIETRICEAUA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
191516,OIE,45.050700,26.286100,Europe,Romania,Prahova,ROTARI,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
191515,OIE,45.051600,26.244400,Europe,Romania,Prahova,MOCENI,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
191514,OIE,45.036700,26.310300,Europe,Romania,Prahova,SOIMESTI,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
191513,OIE,45.119000,26.622600,Europe,Romania,Buzau,NENCIULESTI,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
191512,OIE,45.290800,26.402800,Europe,Romania,Buzau,MAGURICEA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",4,1,0,0,0,,
191511,OIE,45.381500,26.439500,Europe,Romania,Buzau,MUSCELU,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, sheep, domestic, goat",385,2,0,0,0,,
191510,OIE,45.178100,26.299800,Europe,Romania,Prahova,SALCIA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, goat, domestic, sheep",223,4,0,0,0,,
191509,OIE,45.121800,25.934000,Europe,Romania,Prahova,VALCANESTI,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",306,3,0,0,0,,
191508,OIE,45.386700,26.494230,Europe,Romania,Buzau,BOZIOROU,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",6,1,0,0,0,,
191507,OIE,45.132200,25.780800,Europe,Romania,Prahova,TELEGA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, goat",6,2,0,0,0,,
191506,OIE,45.032600,26.056900,Europe,Romania,Prahova,SECIU,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, sheep, domestic, goat",514,4,0,0,0,,
191505,OIE,45.319900,26.783400,Europe,Romania,Buzau,BAESTI,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",1,1,0,0,0,,
191504,OIE,45.319900,26.783400,Europe,Romania,Buzau,BAESTI,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
191503,OIE,45.116700,25.663000,Europe,Romania,Dimbovita,DRAGANEASA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",280,2,0,0,0,,
191502,OIE,45.131100,26.344800,Europe,Romania,Prahova,SALCIA,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
191467,OIE,41.421667,21.749444,Europe,The former Yugoslav Republic of Macedonia,Prilep,RAKLE,Unknown,06/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, goat/sheep ",271,8,0,0,0,,
190731,OIE,46.086200,27.038500,Europe,Romania,Vrancea,ANGHELESTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",510,3,0,0,0,,
190730,OIE,45.990480,27.111500,Europe,Romania,Vrancea,TROTUSANU,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",1499,2,0,0,0,,
190729,OIE,45.611000,26.702100,Europe,Romania,Buzau,VINTILEASCA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,2,0,0,0,,
190728,OIE,45.265130,26.730340,Europe,Romania,Buzau,VOLOSCANI,Centroid Admin1,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",4,1,0,0,0,,
190727,OIE,45.319900,26.783400,Europe,Romania,Buzau,BAESTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
190726,OIE,45.319400,26.783200,Europe,Romania,Buzau,BAESTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
190725,OIE,45.273900,26.370600,Europe,Romania,Buzau,TEGA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",15,1,0,0,0,,
190724,OIE,46.160030,27.302161,Europe,Romania,Vrancea,SERBANESTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
190723,OIE,46.010300,26.898700,Europe,Romania,Vrancea,VERDEA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",7,1,0,0,0,,
190722,OIE,45.805400,26.736000,Europe,Romania,Vrancea,PODUL NARUJEI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",378,2,0,0,0,,
190721,OIE,46.011800,26.842500,Europe,Romania,Vrancea,MARASTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",220,2,0,0,0,,
190720,OIE,45.370110,26.680230,Europe,Romania,Buzau,IZVOARELE,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,2,0,0,0,,
190719,OIE,45.926900,26.947300,Europe,Romania,Vrancea,IRESTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
190718,OIE,45.944100,26.815700,Europe,Romania,Vrancea,MESTECANU,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",4,1,0,0,0,,
190717,OIE,45.824000,26.698600,Europe,Romania,Vrancea,FAGETU,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",34,1,0,0,0,,
190716,OIE,45.957600,27.055400,Europe,Romania,Vrancea,CIOLANESTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",439,3,1,0,0,,
190715,OIE,45.534900,26.851500,Europe,Romania,Vrancea,CATAUTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",291,3,0,0,0,,
190714,OIE,45.973900,26.809100,Europe,Romania,Vrancea,VIZANTEA RAZASEASCA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
190713,OIE,45.966200,26.816500,Europe,Romania,Vrancea,VIZANTEA RAZASEASCA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
190712,OIE,45.925100,26.898100,Europe,Romania,Vrancea,VOLOSCANI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",201,1,0,0,0,,
190711,OIE,45.996000,26.915900,Europe,Romania,Vrancea,VERDEA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",600,8,0,0,0,,
190710,OIE,45.425761,26.694650,Europe,Romania,Buzau,GOLU GRABICINA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,1,0,0,0,,
190709,OIE,45.499900,26.896100,Europe,Romania,Buzau,BUDA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
190708,OIE,45.290800,26.402800,Europe,Romania,Buzau,MAGURICA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",4,1,0,0,0,,
190707,OIE,45.629600,26.717300,Europe,Romania,Vrancea,NECULELE,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
190706,OIE,45.516200,27.017100,Europe,Romania,Vrancea,TRESTIENI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,1,0,0,0,,
190705,OIE,45.953700,27.035400,Europe,Romania,Vrancea,MUNCELU,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",65,1,0,0,0,,
190704,OIE,45.906500,26.902934,Europe,Romania,Vrancea,VIDRA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
190703,OIE,46.162800,27.300200,Europe,Romania,Vrancea,SERBANESTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",30,1,0,0,0,,
190702,OIE,45.629600,26.717300,Europe,Romania,Vrancea,NECULELE,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
190701,OIE,45.792847,26.900927,Europe,Romania,Vrancea,MARASTI,Centroid Admin1,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
190700,OIE,45.137140,24.159550,Europe,Romania,Vilcea,MARACINI,Centroid Admin1,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",5,1,0,0,0,,
190699,OIE,45.639640,26.722700,Europe,Romania,Vrancea,BAHNELE,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",12,1,0,0,0,,
190698,OIE,45.333200,26.234800,Europe,Romania,Buzau,LERA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, goat",7,1,0,0,0,,
190697,OIE,45.272600,26.255700,Europe,Romania,Buzau,SLOBAZIA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
190696,OIE,45.636600,26.720700,Europe,Romania,Vrancea,BAHNELE,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",2,1,0,0,0,,
190695,OIE,46.012800,26.887400,Europe,Romania,Vrancea,VERDEA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
190694,OIE,46.010400,26.846200,Europe,Romania,Vrancea,MARASTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",10,1,1,0,0,,
190693,OIE,45.386720,26.494230,Europe,Romania,Buzau,BOZIOROU,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",6,1,0,0,0,,
190692,OIE,45.380700,26.476800,Europe,Romania,Buzau,ULMET,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,1,0,0,0,,
190691,OIE,46.009200,26.897400,Europe,Romania,Vrancea,VERDEA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",4,1,0,0,0,,
190690,OIE,45.985500,27.045500,Europe,Romania,Vrancea,FITIONESTI,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",482,1,0,0,0,,
190689,OIE,45.623700,26.754400,Europe,Romania,Vrancea,DUPA MAGURA,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,1,0,0,0,,
190688,OIE,45.381583,26.439515,Europe,Romania,Buzau,MUSCELU,Unknown,06/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, goat/sheep ",385,2,0,0,0,,
192160,OIE,42.710000,13.670000,Europe,Italy,Abruzzi,CAMPLI,Unknown,07/09/2014,25/09/2014,Confirmed,Bluetongue,1,"domestic, sheep",100,4,0,0,0,,
192159,OIE,42.570000,12.690000,Europe,Italy,Umbria,TERNI,Unknown,07/09/2014,25/09/2014,Confirmed,Bluetongue,1,"domestic, sheep",19,2,0,0,0,,
191851,OIE,41.177000,19.976000,Europe,Albania,Elbasan,Mamel,Unknown,07/09/2014,24/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",35,18,12,0,0,,
191850,OIE,40.122000,20.184000,Europe,Albania,Gjirokaster,Dhoksat,Unknown,07/09/2014,24/09/2014,Confirmed,Bluetongue,4,"domestic, sheep, domestic, cattle",182,12,0,0,0,,
191603,OIE,45.988700,26.870400,Europe,Romania,Vrancea,TICHIRIS,Unknown,07/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,1,0,0,0,,
191602,OIE,45.907600,26.929100,Europe,Romania,Vrancea,BURCA,Unknown,07/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
191601,OIE,45.882500,26.825400,Europe,Romania,Vrancea,PODURI,Unknown,07/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",8,1,0,0,0,,
191600,OIE,45.930300,26.971400,Europe,Romania,Vrancea,SERBESTI,Unknown,07/09/2014,23/09/2014,Confirmed,Bluetongue,4,"domestic, sheep",320,1,0,0,0,,
191544,OIE,45.203500,26.452800,Europe,Romania,Buzau,"IZVORU DULCE	",Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,2,0,0,0,,
191537,OIE,45.494300,26.913300,Europe,Romania,Buzau,TOROPOLESTI,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
191536,OIE,45.514800,26.912500,Europe,Romania,Buzau,ALEXANDRU ODOBESCU,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
191535,OIE,45.110300,23.741000,Europe,Romania,Gorj,SARBESTI,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",458,3,2,0,0,,
191534,OIE,45.502500,26.932300,Europe,Romania,Buzau,BUDA,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
191533,OIE,45.502500,26.932300,Europe,Romania,Buzau,DANULESTI,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
191532,OIE,45.240200,26.452800,Europe,Romania,Buzau,GURA DIMIENII,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
191531,OIE,45.519800,26.933900,Europe,Romania,Buzau,MUCESTI,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
191530,OIE,45.508800,26.876700,Europe,Romania,Buzau,VALEA LARGA,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,,0,,
191529,OIE,45.499900,26.896100,Europe,Romania,Buzau,BUDA,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
191528,OIE,45.490380,26.871430,Europe,Romania,Buzau,BUDA,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",2,2,0,0,0,,
191527,OIE,45.499100,26.897300,Europe,Romania,Buzau,BUDA,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,3,0,0,0,,
191469,OIE,41.753056,20.826667,Europe,The former Yugoslav Republic of Macedonia,Gostivar,RECANE,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, goat/sheep ",142,9,3,0,0,,
191468,OIE,41.836389,20.971944,Europe,The former Yugoslav Republic of Macedonia,Gostivar,CEGRANE,Unknown,07/09/2014,22/09/2014,Confirmed,Bluetongue,4,"domestic, goat/sheep ",389,22,3,0,0,,
190741,OIE,45.240230,26.452820,Europe,Romania,Buzau,GURA DIMIENII,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
190740,OIE,45.508800,26.876700,Europe,Romania,Buzau,VALEA LARGA,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
190739,OIE,45.495600,26.897300,Europe,Romania,Buzau,BUDA,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
190738,OIE,45.502500,26.932300,Europe,Romania,Buzau,DANULESTI,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
190737,OIE,45.490380,26.871430,Europe,Romania,Buzau,BUDA,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle, domestic, sheep",2,2,0,0,0,,
190736,OIE,45.203570,26.462690,Europe,Romania,Buzau,IZVORU DULCE,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",2,2,0,0,0,,
190735,OIE,45.519800,26.933900,Europe,Romania,Buzau,MUCESTI,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,1,0,0,0,,
190734,OIE,45.494300,26.913300,Europe,Romania,Buzau,TOROPOLESTI,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",1,1,0,0,0,,
190733,OIE,45.514800,26.912500,Europe,Romania,Buzau,ALEXANDRU ODOBESCU,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,3,0,0,0,,
190732,OIE,45.499100,26.897300,Europe,Romania,Buzau,BUDA,Unknown,07/09/2014,11/09/2014,Confirmed,Bluetongue,4,"domestic, cattle",3,3,0,0,0,,
194090,OIE,39.596220,16.335028,Europe,Italy,Calabria,CASSANO ALLO IONIO,Centroid Admin2,08/09/2014,21/10/2014,Confirmed,Bluetongue,1,"domestic, cattle",1,1,0,0,0,,
194089,OIE,43.368000,13.107000,Europe,Italy,Marche,FERMO,Centroid Admin1,08/09/2014,21/10/2014,Confirmed,Bluetongue,1,"domestic, sheep",1489,75,41,0,0,,
193368,OIE,43.133000,25.700000,Europe,Bulgaria,Veliko Tarnovo,Gorna Oryahovitsa,Unknown,08/09/2014,10/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",200,6,0,0,0,,
193367,OIE,43.008000,26.576000,Europe,Bulgaria,Targovishte,Zvezditsa,Unknown,08/09/2014,10/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",1275,39,0,0,0,,
193366,OIE,43.285000,26.644000,Europe,Bulgaria,Targovishte,Probuda,Unknown,08/09/2014,10/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",275,12,0,0,0,,
193365,OIE,43.312000,26.712000,Europe,Bulgaria,Targovishte,Buhovtsi,Unknown,08/09/2014,10/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",355,10,0,0,0,,
193364,OIE,43.133000,25.600000,Europe,Bulgaria,Veliko Tarnovo,Samovodene,Unknown,08/09/2014,10/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",16,4,0,0,0,,
193363,OIE,43.083000,26.483000,Europe,Bulgaria,Targovishte,Chernokaptsi,Unknown,08/09/2014,10/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",1180,29,0,0,0,,
193362,OIE,43.100000,26.550000,Europe,Bulgaria,Targovishte,Kestenovo,Unknown,08/09/2014,10/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",765,19,0,0,0,,
192449,OIE,42.380000,12.490000,Europe,Italy,Lazio,MAGLIANO SABINA,Unknown,08/09/2014,03/10/2014,Confirmed,Bluetongue,1,"domestic, sheep",8,1,0,0,0,,
