id,value,captured_a,latitude,longitude
14963140,3383,2011-12-17,37.390426666666997,141.007518333330012
14866544,10472,2011-12-15,37.431458333332998,140.988013333330002
15254060,3153,2012-01-14,37.390434999999997,141.007476666669987
14463053,3176,2011-11-10,37.390398333333003,141.007499999999993
15153150,1762,2012-01-07,37.401746666667002,140.993616666669993
14033647,9128,2011-09-24,37.431511666666999,140.987956666669987
14892665,2842,2011-12-18,37.390381666666997,141.007431666669987
15152827,1728,2012-01-07,37.398989999999998,140.995921666670000
14475818,3561,2011-11-08,37.390295000000002,141.007528333329986
14232798,9154,2011-10-22,37.431486666666999,140.987869999999987
14866087,3333,2011-12-15,37.390271666666997,141.007474999999999
14033787,8038,2011-09-24,37.412086666667001,140.987831666669990
14315611,3310,2011-11-05,37.390200000000000,141.007523333329999
14032277,3320,2011-09-24,37.390173333333003,141.007528333329986
15556052,3017,2012-02-11,37.390174999999999,141.007516666670000
17578539,3017,2012-02-11,37.390174999999999,141.007516666666987
14753762,3032,2011-12-08,37.390068333332998,141.007560000000012
15152809,3024,2012-01-07,37.390051666666999,141.007575000000003
14033121,4280,2011-09-24,37.431503333332998,140.987644999999986
14477145,3013,2011-11-08,37.390039999999999,141.007524999999987
14891046,3445,2011-12-17,37.389976666667003,141.007610000000000
14890184,2803,2011-12-17,37.389938333332999,141.007651666670000
14251205,3453,2011-10-29,37.389881666667002,141.007723333330006
14894519,3573,2011-12-18,37.389841666667003,141.007678333330006
17828694,2195,2012-03-23,37.406043333333301,140.990195000000000
15863759,2195,2012-03-23,37.406043333333002,140.990195000000000
15863725,2942,2012-03-23,37.389859999999999,141.007630000000006
17828626,2942,2012-03-23,37.389859999999999,141.007630000000006
17828932,2813,2012-03-23,37.406081666666701,140.990163333332987
15863877,2813,2012-03-23,37.406081666666999,140.990163333330003
14081987,3371,2011-10-05,37.389798333332998,141.007668333330002
15119295,2724,2011-11-24,37.389793333333003,141.007655000000000
15143106,2724,2011-11-24,37.389793333333003,141.007655000000000
15152828,1675,2012-01-07,37.399324999999997,140.995038333330001
15254059,3057,2012-01-14,37.389728333332997,141.007723333330006
14475817,3543,2011-11-08,37.389645000000002,141.007749999999987
14033646,9534,2011-09-24,37.431461666666998,140.987294999999989
14866543,10678,2011-12-15,37.431406666667002,140.987221666669996
14463052,3061,2011-11-10,37.389568333333003,141.007765000000006
14866088,3411,2011-12-15,37.389524999999999,141.007733333330009
14315610,3240,2011-11-05,37.389485000000001,141.007759999999990
14753763,3119,2011-12-08,37.389449999999997,141.007781666670013
14963141,3575,2011-12-17,37.389409999999998,141.007843333329987
15863908,2924,2012-03-23,37.389378333332999,141.007861666670010
17828995,2924,2012-03-23,37.389378333333298,141.007861666666997
14892666,2942,2011-12-18,37.389434999999999,141.007734999999997
14033788,7774,2011-09-24,37.411841666667002,140.987169999999992
14032276,3209,2011-09-24,37.389391666667002,141.007783333329996
